fire_id,sev_cat,n_patches,max_patch_area_m2,sev_cat_area_m2,sev_cat_prop,sev_cat_prop_exclude_unchanged,ypmc_direct_pixel_count,prefire_ndvi,nbhd_sd_ndvi_1,prefire_fm100,prefire_vpd,prefire_erc,earlyfire_vs,earlyfire_hdw,elevation
00003f44ab2db1ada409,0,15,211500,252e3,0.5447470817120622,NA,63,0.3457489467625107,0.05715762750644769,7.654405893598284,1.2447497900043214,67.46040883745466,1.9703710215432304,1.7373304980141775,2499.5285714285715
00003f44ab2db1ada409,1,48,25200,123300,0.26653696498054474,0.5854700854700855,28,0.4261804760372552,0.05499926834863468,7.656138966553403,1.2470314050242848,67.47531779491118,1.9726610148910189,1.7420927999663527,2495.4671532846714
00003f44ab2db1ada409,2,11,43200,54e3,0.11673151750972763,0.2564102564102564,4,0.5106672808527947,0.03360545444302261,7.6566481590271,1.2477017641067505,67.47969818115234,1.9733338356018066,1.7434920072555542,2462.25
00003f44ab2db1ada409,3,2,30600,33300,0.07198443579766536,0.1581196581196581,0,0.5531567979503322,0.02303722669445985,7.6566481590271,1.2477017641067505,67.47969818115234,1.9733338356018066,1.7434920072555542,2447.0810810810813
0000c5fc4a718fe1c6a4,0,1,115200,115200,0.7272727272727273,NA,128,0.45960298634599894,0.06928294942190405,10.877204895019531,0.8586468696594238,60.134422302246094,1.5063889026641846,1.521153450012207,2410.6015625
0000c5fc4a718fe1c6a4,1,8,21600,36900,0.23295454545454544,0.8541666666666666,41,0.5112685219543737,0.06375570481688511,10.877204895019531,0.8586468696594238,60.134422302246094,1.5063889026641846,1.521153450012207,2423.1951219512193
0000c5fc4a718fe1c6a4,2,5,2700,6300,0.03977272727272727,0.14583333333333334,7,0.5510880436216082,0.058795309492519925,10.877204895019531,0.8586468696594238,60.134422302246094,1.5063889026641846,1.521153450012207,2436.5714285714284
000045c6ca0d72cec09a,0,10,72900,134100,0.40599455040871935,NA,31,0.6683451469312578,0.04388365822675444,7.824535846710205,2.110682249069214,75.02326202392578,2.7543067932128906,6.2202372550964355,821.8322147651006
000045c6ca0d72cec09a,1,22,21600,72900,0.22070844686648503,0.37155963302752293,58,0.6749193683082675,0.03412407902241857,7.824535846710205,2.110682249069214,75.02326202392578,2.7543067932128906,6.2202372550964355,830.358024691358
000045c6ca0d72cec09a,2,12,64800,102600,0.3106267029972752,0.5229357798165137,103,0.6926220012338538,0.02784367872140648,7.824535846710205,2.110682249069214,75.02326202392578,2.7543067932128906,6.2202372550964355,844.1754385964912
000045c6ca0d72cec09a,3,5,9e3,20700,0.06267029972752043,0.10550458715596331,23,0.7112627910531085,0.019610888284185658,7.824535846710205,2.110682249069214,75.02326202392578,2.7543067932128906,6.2202372550964355,852.4347826086956
0000c60612482b50742a,0,56,4097700,4281300,0.6651286353467561,NA,325,0.46834815993814227,0.05959903055558047,8.910302401140305,1.856994909725947,68.639780334447,2.5484253797857908,4.805817686361201,1227.30292200967
0000c60612482b50742a,1,248,246600,1337400,0.20777404921700224,0.6204592901878915,28,0.4736839333601787,0.0625274956174957,8.875349929162663,1.9146525230895461,69.01068880227501,2.5777434234182737,5.063783253506728,1155.5895020188425
0000c60612482b50742a,2,90,286200,643500,0.09997203579418344,0.2985386221294363,2,0.5289133259883294,0.055649861320853235,8.863836131062541,1.9336456895708205,69.13287086753579,2.5874011676628275,5.148760460806893,1180.5762237762237
0000c60612482b50742a,3,17,95400,174600,0.027125279642058166,0.08100208768267224,0,0.5721543004217836,0.05126004094334761,8.920653992092486,1.839918920674275,68.52993137320293,2.539742491908909,4.729418110601681,1297.9175257731958
000029af178701178571,0,64,870300,1382400,0.29195970347842615,NA,4,0.2260666829145824,0.019134647802578304,8.031113035976887,2.264323268396159,73.28653062383334,3.813319143373519,7.417381616930167,1385.650390625
000029af178701178571,1,139,875700,1692e3,0.35734651206994866,0.5046979865771812,9,0.24555248758418763,0.021047035353431637,8.071599769592286,2.2409491777420043,73.04288253784179,3.8165682673454286,7.358584976196289,1470.959574468085
000029af178701178571,2,65,854100,1656e3,0.34974339479186467,0.49395973154362416,20,0.2716584536044494,0.02352591942927456,8.085263492750085,2.2330607393513553,72.9606546153193,3.8176648025927338,7.338741907866105,1524.158695652174
000029af178701178571,3,4,1800,4500,9.503896597605018e-4,0.0013422818791946308,0,0.409607595205307,0.06633926704525947,8.090085983276367,2.230276584625244,72.93163299560547,3.818051815032959,7.331738471984863,1557
0000a4fbf921f2b98856,0,2,172800,180900,0.5552486187845304,NA,201,0.7098420413572397,0.03776980045283983,6.641417026519775,1.3044334650039673,79.78558349609375,3.0664730072021484,4.985401153564453,1520.547263681592
0000a4fbf921f2b98856,1,13,18e3,53100,0.16298342541436464,0.36645962732919257,59,0.7195354215169357,0.03276598958645837,6.641417026519775,1.3044334650039673,79.78558349609375,3.0664730072021484,4.985401153564453,1516.7796610169491
0000a4fbf921f2b98856,2,11,18e3,54e3,0.16574585635359115,0.37267080745341613,59,0.7080511023600896,0.03553985414716105,6.641417026519775,1.3044334650039673,79.78558349609375,3.0664730072021484,4.985401153564453,1553.2333333333333
0000a4fbf921f2b98856,3,3,34200,37800,0.11602209944751381,0.2608695652173913,42,0.6980631450812022,0.034704693859176974,6.641417026519775,1.3044334650039673,79.78558349609375,3.0664730072021484,4.985401153564453,1563.2380952380952
0000be3b29f984a6da3b,0,59,372600,896400,0.4790764790764791,NA,216,0.412996120421762,0.058424581351398254,7.5792827567901,2.3235709044827995,75.4080267450417,2.0899489371173354,4.106296818897906,1158.3142570281125
0000be3b29f984a6da3b,1,110,86400,605700,0.32371332371332373,0.6214219759926131,99,0.36704270479672024,0.05967268318264437,7.495322917581136,2.34346863773567,76.16267179628007,2.0730594068898487,4.121427030832594,1141.4338781575036
0000be3b29f984a6da3b,2,45,64800,351900,0.18807118807118808,0.3610341643582641,58,0.45441489885835085,0.0713450887485805,7.448585957822288,2.3509157947871997,76.58142809855664,2.0616246257596615,4.1160418932395215,1145.383631713555
0000be3b29f984a6da3b,3,7,10800,17100,0.00913900913900914,0.017543859649122806,0,0.5086571040906405,0.06655503809452057,7.555411690159848,2.313740516963758,75.61248096666839,2.075980826428062,4.050062731692665,1161.2631578947369
0000f788327d2841cb26,0,1,54900,54900,0.8356164383561644,NA,9,0.5912277884170657,0.06154469718210033,8.3770294189453125,2.4380900859832764,68.718536376953125,3.0408875942230225,4.151343822479248,928.0983606557377
0000f788327d2841cb26,1,8,2700,9e3,0.136986301369863,0.8333333333333334,7,0.570814236998558,0.06659558340907097,8.3770294189453125,2.4380900859832764,68.718536376953125,3.0408875942230225,4.151343822479248,961
0000f788327d2841cb26,2,2,900,1800,0.0273972602739726,0.16666666666666666,2,0.5138765573501587,0.09960842877626419,8.3770294189453125,2.4380900859832764,68.718536376953125,3.0408875942230225,4.151343822479248,992.5
0000b4542de20eecae5f,0,1,124200,124200,0.9583333333333334,NA,68,0.4802415370941162,0.05718403919667438,9.717339515686035,1.5777223110198975,53.93673324584961,3.8484702110290527,3.972959280014038,1185.463768115942
0000b4542de20eecae5f,1,3,3600,5400,0.041666666666666664,1,5,0.5546124080816904,0.05390241555869579,9.717339515686035,1.5777223110198975,53.93673324584961,3.8484702110290527,3.972959280014038,1159.6666666666667
0000136df9f30a76ab33,0,1,44100,44100,1,NA,48,0.607793213153372,0.026118901501200636,10.159148216247559,0.5945362448692322,53.7647705078125,3.190584897994995,2.176032066345215,1871.9795918367347
00009bce3191b0232677,0,5,18900,36e3,0.2597402597402597,NA,20,0.44424222242087125,0.0908868445083499,7.165665626525879,1.3521695137023926,67.41606140136719,1.9803751707077026,3.2172491550445557,1772.975
00009bce3191b0232677,1,8,18900,50400,0.36363636363636365,0.49122807017543857,27,0.47086082052971634,0.0819601710619671,7.155603102275303,1.3553399741649628,67.50625841958183,1.9744361021689005,3.214482149907521,1764.7142857142858
00009bce3191b0232677,2,5,43200,49500,0.35714285714285715,0.4824561403508772,40,0.5390434747392481,0.06972656422718004,7.14517466805198,1.3586257240988993,67.5997353293679,1.9682810675014148,3.2116145264018665,1755.6
00009bce3191b0232677,3,3,900,2700,0.01948051948051948,0.02631578947368421,1,0.5834656357765198,0.03544829164942106,7.103054364522298,1.3718968232472737,67.97728729248047,1.9434209664662678,3.2000322341918945,1756.6666666666667
0000db7dd9036d153ee8,0,2,72e3,73800,0.36444444444444446,NA,72,0.4400956507136182,0.03739989626153213,6.508716106414795,2.419853448867798,71.3711929321289,3.077317237854004,6.561654090881348,1779.3170731707316
0000db7dd9036d153ee8,1,5,1800,6300,0.03111111111111111,0.04895104895104895,7,0.5005174619810921,0.03773548347609384,6.508716106414795,2.419853448867798,71.3711929321289,3.077317237854004,6.561654090881348,1788.4285714285713
0000db7dd9036d153ee8,2,7,27900,57600,0.28444444444444444,0.44755244755244755,14,0.47136843018233776,0.03682841392583214,6.508716106414795,2.419853448867798,71.3711929321289,3.077317237854004,6.561654090881348,1804.453125
0000db7dd9036d153ee8,3,4,46800,64800,0.32,0.5034965034965035,12,0.4852364750372039,0.033470845496695906,6.508716106414795,2.419853448867798,71.3711929321289,3.077317237854004,6.561654090881348,1800.5555555555557
