fod_id,alarm_date,cont_date,fire_size,prop_ypmc,elev,earlyFfm100,fm100,hdw,vs,vpd,RBR,preFire_ndvi,het_ndvi_1,focal_mean_ndvi_1,burn_duration
316960,2003-05-11,2003-05-11,0.1,1,645,13.666108131408691,19.85976219177246,2.9453961849212646,2.439657211303711,0.5324660539627075,-0.07861986999677584,0.6358569264411926,0.020129913934916383,0.637932300567627,0
201810779,2013-06-23,2013-06-23,1,1,620,14.54068374633789,7.953391075134277,1.4192007780075073,4.869723320007324,1.8157082796096802,-0.04298155202113606,0.5256986618041992,0.0754759954577247,0.6250630021095276,0
201148285,2011-08-01,NA,26,0.134903640256959,625,10.286724090576172,9.449087142944336,7.752866744995117,3.826827049255371,1.9418061971664429,0.09494723147966135,0.39486512541770935,0.09132535154873261,0.40303006768226624,NA
1323028,1994-07-01,NA,0.5,1,754,7.7133708000183105,6.866944789886475,4.2415876388549805,2.2926554679870605,2.761934280395508,-0.06127503370238928,0.6604141592979431,0.03197563937527943,0.6417527198791504,NA
217564,1998-07-28,1998-07-28,0.2,1,616,9.066986083984375,9.51443862915039,4.5335564613342285,3.270331859588623,2.3351712226867676,0.010378909901336551,0.6398415565490723,0.017123225947679933,0.6510038375854492,0
218024,1999-04-24,1999-04-24,0.3,1,700,12.808201789855957,11.8952054977417,1.391076683998108,2.7244820594787598,0.5723831057548523,-0.022068077369931178,0.5254958271980286,0.03154934755965675,0.4971923232078552,0
315692,2000-08-25,2000-08-25,1,1,700,8.000988006591797,7.94133996963501,6.889372825622559,3.0379648208618164,1.9880259037017822,-0.005833962117126566,0.6484912633895874,0.06449388609860099,0.61639803647995,0
317415,2003-09-22,2003-09-22,0.1,1,700,5.951483726501465,6.68803596496582,7.273082256317139,3.081003189086914,2.87943172454834,0.03876490595840692,0.6725237369537354,0.0433570674035592,0.6644090414047241,0
201663121,2012-08-22,NA,0.5,0.4,641,6.433518409729004,6.4577178955078125,8.871403694152832,3.3322908878326416,2.895763635635376,0.043897145558463135,0.260583758354187,0.09561978321969528,0.348895788192749,NA
1321818,2008-07-05,NA,0.1,1,640,7.123950004577637,6.498579025268555,8.825658798217773,3.0738773345947266,2.0311777591705322,-0.03411439064031614,0.24632394313812256,0.10674083822122699,0.36922526359558105,NA
201820162,2013-10-22,2013-10-22,0.1,1,679,6.500855445861816,6.491451263427734,4.948648452758789,2.8316407203674316,2.001436710357666,0.0037468211920685126,0.7682721614837646,0.03913375917925109,0.7524846792221069,0
1321780,2008-05-05,NA,1,0.368421052631579,694,9.407032012939453,9.04455280303955,3.9783713817596436,3.797917366027832,1.1181159019470215,0.06994785159880235,0.43485110998153687,0.03982486728680478,0.4808492660522461,NA
320168,2007-12-01,2007-12-01,1,0.555555555555556,695,13.228723526000977,9.957520484924316,4.510939598083496,7.598959922790527,0.7627744674682617,0.005482229386056817,0.3039979934692383,0.011884109948861011,0.32011744379997253,0
317941,2004-08-04,2004-08-04,0.4,1,789,7.643246173858643,7.446832656860352,5.968690395355225,3.1149582862854004,1.7570486068725586,-0.004764593950431199,0.6980754137039185,0.023786571797020657,0.6965150833129883,0
318074,2004-09-22,2004-09-22,0.1,1,789,7.643305778503418,10.903230667114258,6.323774337768555,2.6246180534362793,0.7805722951889038,-0.024301347657870537,0.7131402492523193,0.019510921102600248,0.7139781713485718,0
